File_Name;Object_Name;Object_Id;IFC_Element;Diameter;Elevation;Pipe_Usage;Pipe_type;Xmin;Ymin;Xmax;Ymax;Project;Building;Floor;Room
MA_TGA;pipe;P136;IfcFlowElement;300;0;cold;Heating;2424;4874;2590;4874;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P137;IfcFlowElement;300;0;cold;Heating;5824;4867;5871;4867;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P138;IfcFlowElement;300;0;cold;Heating;5507;4905;5696;4905;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P139;IfcFlowElement;300;0;cold;Heating;5971;4868;6022;4868;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P140;IfcFlowElement;300;0;cold;Heating;5728;4867;5776;4867;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P141;IfcFlowElement;300;0;cold;Heating;1523;4840;1580;4840;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P142;IfcFlowElement;300;0;cold;Heating;1488;4829;1580;4829;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P143;IfcFlowElement;300;0;cold;Heating;1454;4817;1580;4817;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P144;IfcFlowElement;300;0;cold;Heating;1436;4805;1580;4805;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P145;IfcFlowElement;300;0;cold;Heating;1470;4792;1579;4792;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P146;IfcFlowElement;300;0;cold;Heating;1506;4781;1580;4781;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P147;IfcFlowElement;300;0;cold;Heating;1540;4770;1580;4770;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P148;IfcFlowElement;300;0;cold;Heating;1230;4764;1426;4764;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P149;IfcFlowElement;300;0;cold;Heating;2391;4556;2593;4556;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P150;IfcFlowElement;300;0;cold;Heating;1230;4445;1476;4445;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P151;IfcFlowElement;300;0;cold;Heating;2356;4240;2590;4240;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P152;IfcFlowElement;300;0;cold;Heating;1230;4126;1510;4126;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P153;IfcFlowElement;300;0;cold;Heating;2540;3960;2591;3960;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P154;IfcFlowElement;300;0;cold;Heating;2321;3942;2545;3942;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P155;IfcFlowElement;300;0;cold;Heating;1230;3807;1545;3807;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P156;IfcFlowElement;300;0;cold;Heating;2675;3800;2755;3800;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P157;IfcFlowElement;300;0;cold;Heating;2394;3797;2663;3797;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P158;IfcFlowElement;300;0;cold;Heating;2520;3738;2749;3738;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P159;IfcFlowElement;300;0;cold;Heating;2527;3502;2785;3502;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P160;IfcFlowElement;300;0;cold;Heating;2520;3494;2550;3494;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P161;IfcFlowElement;300;0;cold;Heating;2527;3485;2785;3485;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P162;IfcFlowElement;300;0;cold;Heating;2313;2486;2399;2486;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P163;IfcFlowElement;300;0;cold;Heating;2064;2485;2309;2485;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P164;IfcFlowElement;300;0;cold;Heating;1562;2486;2053;2486;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P165;IfcFlowElement;300;0;cold;Heating;2190;2353;2330;2353;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P166;IfcFlowElement;300;0;cold;Heating;1993;2327;2160;2327;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P167;IfcFlowElement;300;0;cold;Heating;1646;2327;1991;2327;Excel-IFC-Translater;OTH;3;G201
MA_TGA;pipe;P168;IfcFlowElement;300;0;cold;Heating;2260;2293;2290;2293;Excel-IFC-Translater;OTH;3;G201
