File_Name;Object;Object_Id;IFC_Element;Diameter;Material;Pipe_Color;Piping_type;H_V;Total_vertices;Xmin;Ymin;Xmax;Ymax;Project;Building;Floor;Room
TGA-Plan;pipe;LS170;IfcFlowElement;300;stainless steel;Blue;Heating;H;2;2265;2258;2307;2258;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS171;IfcFlowElement;300;stainless steel;Blue;Heating;H;7,5;2472;2174;2909;2174;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS172;IfcFlowElement;300;stainless steel;Blue;Heating;H;3;2407;2175;2441;2175;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS173;IfcFlowElement;300;stainless steel;Blue;Heating;H;3;2337;2175;2388;2175;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS174;IfcFlowElement;300;stainless steel;Blue;Heating;H;2;2432;2140;2592;2140;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS175;IfcFlowElement;300;stainless steel;Blue;Heating;H;3;2320;2140;2401;2140;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS176;IfcFlowElement;300;stainless steel;Blue;Heating;H;2;5502;293;5842;293;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS177;IfcFlowElement;300;stainless steel;Blue;Heating;H;2;5503;222;5842;222;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS178;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1553;5546;1553;5579;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS179;IfcFlowElement;300;stainless steel;Blue;Heating;V;7;2133;5532;2133;5580;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS180;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2216;5528;2216;5581;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS181;IfcFlowElement;300;stainless steel;Blue;Heating;V;5;2099;5450;2099;5581;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS182;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2216;5425;2216;5526;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS183;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2099;5404;2099;5448;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS184;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2216;5378;2216;5423;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS185;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2216;5330;2216;5376;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS186;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1553;5321;1553;5544;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS187;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2216;5275;2216;5328;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS188;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2099;5225;2099;5401;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS189;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1553;5218;1553;5319;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS190;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2216;5200;2216;5273;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS191;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2216;5153;2216;5197;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS192;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2099;5130;2099;5223;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS193;IfcFlowElement;300;stainless steel;Blue;Heating;V;22;2335;5091;2335;5580;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS194;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2099;5075;2099;5128;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS195;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2216;5058;2216;5143;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS196;IfcFlowElement;300;stainless steel;Blue;Heating;V;8;2334;5012;2334;5077;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS197;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2099;5000;2099;5073;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS198;IfcFlowElement;300;stainless steel;Blue;Heating;V;18;2368;4998;2368;5517;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS199;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1553;4993;1553;5216;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS200;IfcFlowElement;300;stainless steel;Blue;Heating;V;8;2403;4985;2403;5199;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS201;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2099;4973;2099;4998;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS202;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1553;4951;1553;4991;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS203;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2421;4950;2421;4976;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS204;IfcFlowElement;300;stainless steel;Blue;Heating;V;24;5618;4949;5618;4995;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS205;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2099;4945;2099;4971;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS206;IfcFlowElement;300;stainless steel;Blue;Heating;V;23;1519;4940;1519;5580;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS207;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1483;4934;1483;5406;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS208;IfcFlowElement;300;stainless steel;Blue;Heating;V;10;2387;4926;2387;4963;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS209;IfcFlowElement;300;stainless steel;Blue;Heating;V;12;2279;4925;2279;5037;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS210;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1449;4925;1449;5087;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS211;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2317;4893;2317;4936;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS212;IfcFlowElement;300;stainless steel;Blue;Heating;V;6;2386;4882;2386;4923;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS213;IfcFlowElement;300;stainless steel;Blue;Heating;V;8;5762;4881;5762;4908;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS214;IfcFlowElement;300;stainless steel;Blue;Heating;V;5;5911;4878;5911;4908;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS215;IfcFlowElement;300;stainless steel;Blue;Heating;V;7;2420;4875;2420;4931;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS216;IfcFlowElement;300;stainless steel;Blue;Heating;V;13;6008;4866;6008;4906;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS217;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2351;4866;2351;4904;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS218;IfcFlowElement;300;stainless steel;Blue;Heating;V;25;5514;4864;5514;4910;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS219;IfcFlowElement;300;stainless steel;Blue;Heating;V;8;1449;4864;1449;4923;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS220;IfcFlowElement;300;stainless steel;Blue;Heating;V;7;6049;4863;6049;4908;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS221;IfcFlowElement;300;stainless steel;Blue;Heating;V;5;5966;4863;5966;4908;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS222;IfcFlowElement;300;stainless steel;Blue;Heating;V;9;5820;4863;5820;4908;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS223;IfcFlowElement;300;stainless steel;Blue;Heating;V;8;5734;4863;5734;4891;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS224;IfcFlowElement;300;stainless steel;Blue;Heating;V;5;1553;4860;1553;4906;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS225;IfcFlowElement;300;stainless steel;Blue;Heating;V;8;1521;4840;1521;4896;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS226;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1486;4829;1486;4865;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS227;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1449;4817;1449;4862;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS228;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1432;4767;1432;4810;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS229;IfcFlowElement;300;stainless steel;Blue;Heating;V;51;1565;4766;1565;5580;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS230;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1501;4695;1501;4746;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS231;IfcFlowElement;300;stainless steel;Blue;Heating;V;5;1535;4685;1535;4775;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS232;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1501;4635;1501;4682;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS233;IfcFlowElement;300;stainless steel;Blue;Heating;V;6;2386;4556;2386;4867;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS234;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1501;4448;1501;4633;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS235;IfcFlowElement;300;stainless steel;Blue;Heating;V;12;1466;4445;1466;4778;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS236;IfcFlowElement;300;stainless steel;Blue;Heating;V;5;2351;4240;2351;4834;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS237;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1501;4126;1501;4446;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS238;IfcFlowElement;300;stainless steel;Blue;Heating;V;35;2316;3942;2316;4861;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS239;IfcFlowElement;300;stainless steel;Blue;Heating;V;7;1535;3807;1535;4671;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS240;IfcFlowElement;300;stainless steel;Blue;Heating;V;6;2738;3792;2738;3829;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS241;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2722;3782;2722;3808;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS242;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2389;3660;2389;3802;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS243;IfcFlowElement;300;stainless steel;Blue;Heating;V;7;2515;3535;2515;3743;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS244;IfcFlowElement;300;stainless steel;Blue;Heating;V;8;2518;3494;2518;3527;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS245;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2389;3234;2389;3648;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS246;IfcFlowElement;300;stainless steel;Blue;Heating;V;5;2389;2486;2389;3226;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS247;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2185;2349;2185;2491;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS248;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2263;2328;2263;2358;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS249;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2280;2293;2280;2358;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS250;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2297;2258;2297;2358;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS251;IfcFlowElement;300;stainless steel;Blue;Heating;V;14;2332;2175;2332;2358;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS252;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2315;2140;2315;2358;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS253;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2901;2052;2901;2180;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS254;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;2901;1904;2901;2049;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS255;IfcFlowElement;300;stainless steel;Blue;Heating;V;6;1944;1904;1944;2298;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS256;IfcFlowElement;300;stainless steel;Blue;Heating;V;16;2582;1903;2582;2145;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS257;IfcFlowElement;300;stainless steel;Blue;Heating;V;19;2260;1903;2260;2263;Excel-IFC-Translater;OTH;3;G201
TGA-Plan;pipe;LS258;IfcFlowElement;300;stainless steel;Blue;Heating;V;4;1641;1903;1641;2332;Excel-IFC-Translater;OTH;3;G201
;;;;;;;;;;;;;;;;;
